projeto_id,projeto_nome,projeto_setor,projeto_macrossetor,projeto_impacto,projeto_status,projeto_alcance-geografico,projeto_publico-alvo,proponente_id,proponente_nome,proponente_empresa,proponente_atuacao,proponente_cargo,avaliador_id,avaliador_nome,avaliador_empresa,avaliador_atuacao,avaliador_cargo,avaliacao
974,Ações de Sensibilização sobre Direitos Humanos em Ambientes Corporativos,Social,Serviços Sociais,Social,Em andamento,Local,População,974,Jessia Figueiró,Odebrecht,Construção,COO,354,Elieverson Coronel Quental,Siemens,Tecnologia e Engenharia,CLO,4
974,Ações de Sensibilização sobre Direitos Humanos em Ambientes Corporativos,Social,Serviços Sociais,Social,Em andamento,Local,População,974,Jessia Figueiró,Odebrecht,Construção,COO,435,Delcidia Adarga Jesus,Google,Tecnologia,CCO,4
974,Ações de Sensibilização sobre Direitos Humanos em Ambientes Corporativos,Social,Serviços Sociais,Social,Em andamento,Local,População,974,Jessia Figueiró,Odebrecht,Construção,COO,592,Aleandre Macedo Torres Raposo,LinkedIn,Tecnologia e Redes Sociais,Embaixador,4
974,Ações de Sensibilização sobre Direitos Humanos em Ambientes Corporativos,Social,Serviços Sociais,Social,Em andamento,Local,População,974,Jessia Figueiró,Odebrecht,Construção,COO,806,Luiggi Rebelo Rodrigues,WWF,Conservação Ambiental,CHRO,4
975,LíderesConscientes,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas,975,Dionei Cavadas Tinoco Boaventura,Santander,Serviços Financeiros,Embaixador,123,Eurenides Falcão,Samsung,Eletrônicos,CFO,1
975,LíderesConscientes,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas,975,Dionei Cavadas Tinoco Boaventura,Santander,Serviços Financeiros,Embaixador,179,Eder Breia Sousa Rebocho,Nonprofit Organization,Ajuda Humanitária,CLO,1
975,LíderesConscientes,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas,975,Dionei Cavadas Tinoco Boaventura,Santander,Serviços Financeiros,Embaixador,677,Rosemara Ventura Fazendeiro,Vivo,Telecomunicações,CCO,1
975,LíderesConscientes,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas,975,Dionei Cavadas Tinoco Boaventura,Santander,Serviços Financeiros,Embaixador,754,Jully Rosa,Google,Tecnologia,CTO,1
975,LíderesConscientes,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas,975,Dionei Cavadas Tinoco Boaventura,Santander,Serviços Financeiros,Embaixador,1204,Yoshiko Monsanto,FAO,Agricultura,CHRO,1
975,LíderesConscientes,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas,975,Dionei Cavadas Tinoco Boaventura,Santander,Serviços Financeiros,Embaixador,1352,Eliezita Cabral Lobo Casado,UN-Habitat,Urbanismo,COO,1
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,86,Wallison Quinterno Medina,BioNTech,Biotecnologia,CFO,1
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,99,Erislania Palmeira Matias Quintas,UN Refugee Agency (UNHCR),Direitos Humanos,COO,1
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,146,Bernalda Durão,Catalyst Inc.,Tecnologia e Consultoria,CIO,1
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,485,Izaida Brião Robalinho Lemos,LinkedIn,Tecnologia e Redes Sociais,CIO,5
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,820,Milere Bulhosa,Google,Tecnologia,CHRO,1
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,846,Suele Franco,Google,Tecnologia,CFO,1
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,888,Aprisio Seixas,UN,Desenvolvimento Sustentável,CMO,1
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,894,Julio Colaço Mendonça,UNEP,Meio Ambiente,CEO,1
976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População,976,Inae Aldeia,Suzano,Papel e Celulose,CEO,1331,Gilbetania Vergueiro,Google,Investimentos tecnológicos,CHRO,1
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,140,Lenicio Viveiros Rebotim Redondo,Local Nonprofit,Comunidade e Serviço Social,CCO,1
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,194,Saiomara Barrico Bouça Canedo,Environmental Nonprofit,Consciência Climática,CHRO,4
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,362,Stephny,CRISPR Therapeutics,Biotecnologia,CEO,4
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,521,Sigliane Cavaco Souto Valgueiro,Google,Tecnologia,COO,4
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,552,Kirsten Casqueira Freire Pires,Siemens,Tecnologia e Engenharia,CIO,4
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,973,Mareval Sanches,Lojas Americanas,Varejo,CHRO,4
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,1359,Deusenete Guimarães Cisneiros Lalanda,SpaceX,Viagens e turismo,CCO,4
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,1383,Sionaria Pastana Modesto,UNEP,Ambientalismo,CFO,4
977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários,977,Odila Gaspar Taborda,Ultrapar,Energia e Petroquímica,COO,1396,Nascimento Esteves Barra,Google,Tecnologia wireless,CTO,4
978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários,978,Yurian Varão Leal,Google,Tecnologia,CLO,250,Juliette Redondo,Deloitte,Consultoria,CLO,4
978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários,978,Yurian Varão Leal,Google,Tecnologia,CLO,297,Casciano Nunes,Pfizer,Tecnologia de Vacinas,CMO,4
978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários,978,Yurian Varão Leal,Google,Tecnologia,CLO,509,Adeisa Esteves Aranha Vilas Boas,World Bank,Desenvolvimento Econômico,CHRO,4
978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários,978,Yurian Varão Leal,Google,Tecnologia,CLO,561,Valsir Cavalheiro Vasconcelos,UNESCO,Educação e Cultura,COO,4
978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários,978,Yurian Varão Leal,Google,Tecnologia,CLO,563,Jaires Jamandas Vasques Quinterno,Philips,Saúde e Tecnologia,CLO,4
978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários,978,Yurian Varão Leal,Google,Tecnologia,CLO,747,Lude Moita Borba Vides,Adobe,Tecnologia,CFO,4
978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários,978,Yurian Varão Leal,Google,Tecnologia,CLO,1024,Elivelton Morão Nolasco Jobim,UNICEF,Educação,Embaixador,4
978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários,978,Yurian Varão Leal,Google,Tecnologia,CLO,1057,Guilhermina Piteira,LafargeHolcim,Construção,CEO,4
979,Inovação em Liderança,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo",979,Woshigton Branco Caçoilo,Sebrae,Desenvolvimento de Negócios,CFO,39,Julinei Curvelo Terra Rios,Unilever,Bens de Consumo,CMO,2
979,Inovação em Liderança,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo",979,Woshigton Branco Caçoilo,Sebrae,Desenvolvimento de Negócios,CFO,64,Faiza Amaro Palhares,Google,Tecnologia,CMO,2
979,Inovação em Liderança,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo",979,Woshigton Branco Caçoilo,Sebrae,Desenvolvimento de Negócios,CFO,337,Placida Pegado Ferraz Semedo,Scholastic,Publicação Educacional,CHRO,2
979,Inovação em Liderança,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo",979,Woshigton Branco Caçoilo,Sebrae,Desenvolvimento de Negócios,CFO,499,Cleomarcos Taveira Franco Bencatel,Apple,Tecnologia,CFO,2
979,Inovação em Liderança,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo",979,Woshigton Branco Caçoilo,Sebrae,Desenvolvimento de Negócios,CFO,752,Elinel Castanheda Castelo,LinkedIn Learning,Educação Profissional,CCO,2
979,Inovação em Liderança,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo",979,Woshigton Branco Caçoilo,Sebrae,Desenvolvimento de Negócios,CFO,1230,Eliata Carneiro Berenguer,Siemens,Transporte urbano,CFO,2
980,Desenvolvimento de Vacinas com RNA,Biotecnologia,Engenharia,Científico,Em andamento,Local,Funcionários e Empresas,980,Esmeraldo Brum Baptista Viegas,Google,Tecnologia,CIO,296,Jesulino Bouças Sousa,Moderna,Desenvolvimento de Vacinas,CMO,2
980,Desenvolvimento de Vacinas com RNA,Biotecnologia,Engenharia,Científico,Em andamento,Local,Funcionários e Empresas,980,Esmeraldo Brum Baptista Viegas,Google,Tecnologia,CIO,439,Valdeti Cantanhede Bulhões,MIT,Educação e Pesquisa,CHRO,2
980,Desenvolvimento de Vacinas com RNA,Biotecnologia,Engenharia,Científico,Em andamento,Local,Funcionários e Empresas,980,Esmeraldo Brum Baptista Viegas,Google,Tecnologia,CIO,567,Eliuda Rios,General Hydroponics,Agricultura,Embaixador,2
980,Desenvolvimento de Vacinas com RNA,Biotecnologia,Engenharia,Científico,Em andamento,Local,Funcionários e Empresas,980,Esmeraldo Brum Baptista Viegas,Google,Tecnologia,CIO,1104,Lambert Alves Marinho,Greenpeace,Ambiental,CIO,2
980,Desenvolvimento de Vacinas com RNA,Biotecnologia,Engenharia,Científico,Em andamento,Local,Funcionários e Empresas,980,Esmeraldo Brum Baptista Viegas,Google,Tecnologia,CIO,1238,Natane Peseiro,Siemens,Portos,CHRO,2
980,Desenvolvimento de Vacinas com RNA,Biotecnologia,Engenharia,Científico,Em andamento,Local,Funcionários e Empresas,980,Esmeraldo Brum Baptista Viegas,Google,Tecnologia,CIO,1367,Kalil Toscano Seabra,UNEP,Sustentabilidade ambiental,CMO,2
981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários,981,Ismar Maior Corte-Real Muniz,Google,Tecnologia,CMO,31,Lenires Frazão,American Psychological Association,Saúde Mental,CIO,5
981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários,981,Ismar Maior Corte-Real Muniz,Google,Tecnologia,CMO,291,Eneli Neves,Veolia,Reciclagem na Construção Civil,CIO,5
981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários,981,Ismar Maior Corte-Real Muniz,Google,Tecnologia,CMO,395,Jeimisson Dinis Rego,Google,Tecnologia,CTO,5
981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários,981,Ismar Maior Corte-Real Muniz,Google,Tecnologia,CMO,472,Miliene Rego Bugalho Cadaval,Dior,Moda e Luxo,COO,5
981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários,981,Ismar Maior Corte-Real Muniz,Google,Tecnologia,CMO,1067,Geusimar Semedo,Cielo,Serviços financeiros,CHRO,5
981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários,981,Ismar Maior Corte-Real Muniz,Google,Tecnologia,CMO,1314,Zenete Covilhã Anlicoara,Siemens,Transporte sustentável,CCO,5
981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários,981,Ismar Maior Corte-Real Muniz,Google,Tecnologia,CMO,1392,Teago Neiva,Google,Tecnologia e inovação,CLO,5
981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários,981,Ismar Maior Corte-Real Muniz,Google,Tecnologia,CMO,1393,Ronacio Rangel Colaço,Goldman Sachs,Finanças,Embaixador,5
982,Projeto de Feedback Construtivo,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,População,982,Olides Vargas Pegado Chousa,WHO,Saúde Pública,CCO,40,Julis Lucena Leal Belchior,IBM,Tecnologia e Computação,CHRO,2
982,Projeto de Feedback Construtivo,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,População,982,Olides Vargas Pegado Chousa,WHO,Saúde Pública,CCO,44,Erlaine Espargosa Belo,Airbus,Aeroespacial,CEO,2
982,Projeto de Feedback Construtivo,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,População,982,Olides Vargas Pegado Chousa,WHO,Saúde Pública,CCO,134,Jarmiro Marreiro Vieira,Greenpeace,Ambientalismo,CMO,2
982,Projeto de Feedback Construtivo,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,População,982,Olides Vargas Pegado Chousa,WHO,Saúde Pública,CCO,305,Eduwiges Guerreiro,Siemens Healthineers,Tecnologia da Saúde,CLO,2
982,Projeto de Feedback Construtivo,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,População,982,Olides Vargas Pegado Chousa,WHO,Saúde Pública,CCO,385,Eluzabete Mainha Pimentel Picanço,Uber,Transporte e Tecnologia,CEO,2
982,Projeto de Feedback Construtivo,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,População,982,Olides Vargas Pegado Chousa,WHO,Saúde Pública,CCO,563,Jaires Jamandas Vasques Quinterno,Philips,Saúde e Tecnologia,CLO,2
982,Projeto de Feedback Construtivo,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,População,982,Olides Vargas Pegado Chousa,WHO,Saúde Pública,CCO,953,Cristilene Beltrão Guilheiro,Facebook,Tecnologia,Embaixador,2
983,Lift Off,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Nacional,"Consumidores, Empresas e Governo",983,Marizalva Couto Mieiro,Y Combinator,Investimento em Startups,CCO,27,Claudionete Simões Vale Guerreiro,Brookdale Senior Living,Gestão de Residências Seniores,CMO,4
983,Lift Off,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Nacional,"Consumidores, Empresas e Governo",983,Marizalva Couto Mieiro,Y Combinator,Investimento em Startups,CCO,172,Gerciane Dâmaso Baía Cunha,Environmental Nonprofit,Sustentabilidade Ambiental,CHRO,4
983,Lift Off,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Nacional,"Consumidores, Empresas e Governo",983,Marizalva Couto Mieiro,Y Combinator,Investimento em Startups,CCO,1335,Edinisio Vilas Boas Rodovalho Figueiredo,Siemens,Planejamento urbano,CCO,4
984,Iniciativa de Saúde e Segurança no Trabalho,"Saúde, Segurança do Trabalho",Saúde e Bem-estar,"Social, Econômico",Em planejamento,Local,Consumidores,984,Sueli Maior,Google,Tecnologia,CLO,263,Arleudo Manso,Talent Development Nonprofit,Desenvolvimento de Talentos,CEO,4
984,Iniciativa de Saúde e Segurança no Trabalho,"Saúde, Segurança do Trabalho",Saúde e Bem-estar,"Social, Econômico",Em planejamento,Local,Consumidores,984,Sueli Maior,Google,Tecnologia,CLO,354,Elieverson Coronel Quental,Siemens,Tecnologia e Engenharia,CLO,4
984,Iniciativa de Saúde e Segurança no Trabalho,"Saúde, Segurança do Trabalho",Saúde e Bem-estar,"Social, Econômico",Em planejamento,Local,Consumidores,984,Sueli Maior,Google,Tecnologia,CLO,948,Eufrida Taborda Barreira,NOAA,Oceanografia,CEO,4
984,Iniciativa de Saúde e Segurança no Trabalho,"Saúde, Segurança do Trabalho",Saúde e Bem-estar,"Social, Econômico",Em planejamento,Local,Consumidores,984,Sueli Maior,Google,Tecnologia,CLO,1024,Elivelton Morão Nolasco Jobim,UNICEF,Educação,Embaixador,4
984,Iniciativa de Saúde e Segurança no Trabalho,"Saúde, Segurança do Trabalho",Saúde e Bem-estar,"Social, Econômico",Em planejamento,Local,Consumidores,984,Sueli Maior,Google,Tecnologia,CLO,1162,Eures Borja Anhaia Vergueiro,Harvard University,Educação,CFO,4
985,Ações de Promoção da Saúde Mental em Instituições de Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Consumidores e Empresas,985,Egenildo Diegues,Google,Tecnologia,CFO,382,Cemira Cordeiro Feira,Tesla,Automotiva,CLO,4
985,Ações de Promoção da Saúde Mental em Instituições de Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Consumidores e Empresas,985,Egenildo Diegues,Google,Tecnologia,CFO,907,Anderson Castilho,Junior Achievement,Educação e Empreendedorismo,CFO,4
985,Ações de Promoção da Saúde Mental em Instituições de Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Consumidores e Empresas,985,Egenildo Diegues,Google,Tecnologia,CFO,1021,Irandilma Craveiro,LinkedIn,Tecnologia e Networking,Embaixador,4
985,Ações de Promoção da Saúde Mental em Instituições de Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Consumidores e Empresas,985,Egenildo Diegues,Google,Tecnologia,CFO,1249,Dolarina Ferro Azambuja Boeira,Google,Educação e filosofia,CEO,4
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,26,Ranieri Feijó Freixo,Johnson & Johnson,Farmacêutica e Produtos de Consumo,CTO,4
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,65,Nance Lira Garcia,Microsoft,Tecnologia,CFO,4
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,139,Stefani Cabeça De Vaca Ruela,Time Capsule Company,Entretenimento,CIO,4
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,414,Alexsander Vilaverde Inês Leiria,MIT,Educação e Pesquisa,COO,4
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,680,Neila Quental Quesado Falcão,Junior Achievement,Empreendedorismo Juvenil,CCO,4
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,952,Rickelme Alves Quintais Mena,OSHA,Segurança e Saúde Ocupacional,CCO,5
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,1086,Edebrando Bezerril Calheiros Coutinho,Google,Tecnologia,CTO,5
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,1089,Kassem Cavaco,UN-Habitat,Habitação e desenvolvimento urbano,CHRO,4
986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários,986,Adenildo Rios Cruz,Google,Tecnologia,CHRO,1346,Odilon Paião,Siemens,Gestão de tráfego urbano,CHRO,4
987,Modelagem Climática Global,Climatologia,Meio Ambiente,"Científico, Ambiental",Em andamento,Nacional,"Consumidores, Empresas e Governo",987,Antonisia Regodeiro Picão,UNICEF,Desenvolvimento Infantil,CHRO,90,Valterci Barcelos Canedo,L'Oréal,Cosméticos,CMO,4
987,Modelagem Climática Global,Climatologia,Meio Ambiente,"Científico, Ambiental",Em andamento,Nacional,"Consumidores, Empresas e Governo",987,Antonisia Regodeiro Picão,UNICEF,Desenvolvimento Infantil,CHRO,687,Girlania Bentes Mansilha,Breast Cancer Research Foundation,Saúde e Pesquisa,CHRO,4
987,Modelagem Climática Global,Climatologia,Meio Ambiente,"Científico, Ambiental",Em andamento,Nacional,"Consumidores, Empresas e Governo",987,Antonisia Regodeiro Picão,UNICEF,Desenvolvimento Infantil,CHRO,903,Rosinelde Barroqueiro Delgado Rua,Harvard University,Educação e Pesquisa,CIO,4
987,Modelagem Climática Global,Climatologia,Meio Ambiente,"Científico, Ambiental",Em andamento,Nacional,"Consumidores, Empresas e Governo",987,Antonisia Regodeiro Picão,UNICEF,Desenvolvimento Infantil,CHRO,904,Alipe Soeiro,FAO,Agricultura,COO,4
987,Modelagem Climática Global,Climatologia,Meio Ambiente,"Científico, Ambiental",Em andamento,Nacional,"Consumidores, Empresas e Governo",987,Antonisia Regodeiro Picão,UNICEF,Desenvolvimento Infantil,CHRO,1094,Jamiria Curvelo Guerra,McKinsey & Company,Consultoria,Embaixador,4
987,Modelagem Climática Global,Climatologia,Meio Ambiente,"Científico, Ambiental",Em andamento,Nacional,"Consumidores, Empresas e Governo",987,Antonisia Regodeiro Picão,UNICEF,Desenvolvimento Infantil,CHRO,1401,Gerandir Casado Salomão Ribeiro,Google,Música e tecnologia,CIO,4
988,Tecnologia Segura,Tecnologia,Tecnologia e Inovação,"Econômico, Social",Em andamento,Local,Consumidores,988,Nauri Alcântara Durães,UNDP,Desenvolvimento Social,COO,737,Iamili Hilário,Google,Tecnologia,CIO,4
988,Tecnologia Segura,Tecnologia,Tecnologia e Inovação,"Econômico, Social",Em andamento,Local,Consumidores,988,Nauri Alcântara Durães,UNDP,Desenvolvimento Social,COO,1051,Ivis Reis Covinha,Sony Corporation,Eletrônicos,CFO,4
989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo",989,Edmagna Padilha Veiga,UNICEF,Desenvolvimento Infantil,CEO,213,Geisiani Macena Falcão Jordão,Nonprofit Organization,Inclusão Social,CTO,5
989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo",989,Edmagna Padilha Veiga,UNICEF,Desenvolvimento Infantil,CEO,229,Jaison Pimenta,IBM,Tecnologia,CIO,5
989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo",989,Edmagna Padilha Veiga,UNICEF,Desenvolvimento Infantil,CEO,407,Otassio Fitas Botica,Siemens,Tecnologia e Engenharia,CIO,5
989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo",989,Edmagna Padilha Veiga,UNICEF,Desenvolvimento Infantil,CEO,628,Anecleto Veleda Cortês,Google,Tecnologia,CMO,5
989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo",989,Edmagna Padilha Veiga,UNICEF,Desenvolvimento Infantil,CEO,735,Aldemilson Frota,UNICEF,Assistência Humanitária,CIO,5
989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo",989,Edmagna Padilha Veiga,UNICEF,Desenvolvimento Infantil,CEO,1019,Givanete Aldeia Fernandes Reis,Deloitte,Consultoria de Gestão,CHRO,5
989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo",989,Edmagna Padilha Veiga,UNICEF,Desenvolvimento Infantil,CEO,1265,Herberte Castilhos Miguel Malho,World Bank,Finanças sustentáveis,CLO,5
989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo",989,Edmagna Padilha Veiga,UNICEF,Desenvolvimento Infantil,CEO,1279,Luizinho Candal Porciúncula,Google,Capacitação tecnológica,CTO,5
990,Triumph,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários e Empresas,990,Claudie Lobato Póvoas Milheiriço,Interfaith Youth Core,Diálogo Inter-religioso,CFO,261,Railson Lemos,United Nations,Desenvolvimento Humano,COO,2
990,Triumph,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários e Empresas,990,Claudie Lobato Póvoas Milheiriço,Interfaith Youth Core,Diálogo Inter-religioso,CFO,475,Juranildes Antas Vilaça Catela,SpaceX,Aeroespacial,COO,2
990,Triumph,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários e Empresas,990,Claudie Lobato Póvoas Milheiriço,Interfaith Youth Core,Diálogo Inter-religioso,CFO,924,Jane Figueiroa,Deloitte,Consultoria de Gestão,CFO,2
990,Triumph,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários e Empresas,990,Claudie Lobato Póvoas Milheiriço,Interfaith Youth Core,Diálogo Inter-religioso,CFO,1057,Guilhermina Piteira,LafargeHolcim,Construção,CEO,2
991,ElectricFleet,Transporte Elétrico,Transporte e Tecnologia,"Ambiental, Econômico",Em andamento,Local,Consumidores,991,Erisson Macena Madureira Bensaúde,Interfaith Youth Core,Diálogo Inter-religioso,CMO,151,Jeter Monte,Facebook (Meta),Tecnologia,CTO,1
991,ElectricFleet,Transporte Elétrico,Transporte e Tecnologia,"Ambiental, Econômico",Em andamento,Local,Consumidores,991,Erisson Macena Madureira Bensaúde,Interfaith Youth Core,Diálogo Inter-religioso,CMO,310,Emidio Imperial Monte,SAP,Software,CHRO,1
991,ElectricFleet,Transporte Elétrico,Transporte e Tecnologia,"Ambiental, Econômico",Em andamento,Local,Consumidores,991,Erisson Macena Madureira Bensaúde,Interfaith Youth Core,Diálogo Inter-religioso,CMO,776,Derike Minho Batata,Google,Tecnologia,CEO,1
